Full Name,Gender,Date of Birth,Parliament Name,D I P S,E O P T
FirstNameZI2018_130 LastNameZI2018130,Female,08.12.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_131 LastNameZI2018131,Male,30.04.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_132 LastNameZI2018132,Female,10.04.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_133 LastNameZI2018133,Male,06.10.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_134 LastNameZI2018134,Female,12.01.85,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_135 LastNameZI2018135,Female,21.09.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_136 LastNameZI2018136,Female,10.12.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_137 LastNameZI2018137,Male,11.01.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_138 LastNameZI2018138,Male,14.08.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_139 LastNameZI2018139,Male,15.08.52,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_140 LastNameZI2018140,Female,19.06.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_141 LastNameZI2018141,Female,08.08.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_142 LastNameZI2018142,Female,04.12.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_143 LastNameZI2018143,Male,12.11.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_144 LastNameZI2018144,Male,29.04.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_145 LastNameZI2018145,Female,11.10.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_146 LastNameZI2018146,Female,17.11.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_147 LastNameZI2018147,Male,11.06.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_148 LastNameZI2018148,Female,08.11.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_149 LastNameZI2018149,Female,02.01.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_150 LastNameZI2018150,Male,08.10.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_151 LastNameZI2018151,Male,21.09.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_152 LastNameZI2018152,Male,11.06.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_153 LastNameZI2018153,Male,13.08.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_154 LastNameZI2018154,Female,07.11.57,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_155 LastNameZI2018155,Female,24.05.53,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_156 LastNameZI2018156,Male,02.06.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_157 LastNameZI2018157,Female,29.03.83,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_158 LastNameZI2018158,Female,25.12.63,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_159 LastNameZI2018159,Male,30.12.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_160 LastNameZI2018160,Male,12.12.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_161 LastNameZI2018161,Female,14.06.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_162 LastNameZI2018162,Female,17.10.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_163 LastNameZI2018163,Female,23.12.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_164 LastNameZI2018164,Male,10.03.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_165 LastNameZI2018165,Male,05.09.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_166 LastNameZI2018166,Male,18.02.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_167 LastNameZI2018167,Male,20.01.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_168 LastNameZI2018168,Male,14.03.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_169 LastNameZI2018169,Female,11.11.85,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_170 LastNameZI2018170,Female,25.01.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_171 LastNameZI2018171,Female,16.07.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_172 LastNameZI2018172,Male,31.12.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_173 LastNameZI2018173,Male,03.03.53,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_174 LastNameZI2018174,Male,22.12.47,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_175 LastNameZI2018175,Female,10.05.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_176 LastNameZI2018176,Female,12.06.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_177 LastNameZI2018177,Female,02.12.56,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_178 LastNameZI2018178,Male,18.11.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_179 LastNameZI2018179,Female,23.01.57,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_180 LastNameZI2018180,Female,09.11.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_181 LastNameZI2018181,Male,08.02.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_182 LastNameZI2018182,Male,31.07.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_183 LastNameZI2018183,Male,04.11.46,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_184 LastNameZI2018184,Male,10.03.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_185 LastNameZI2018185,Male,03.04.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_186 LastNameZI2018186,Male,21.06.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_187 LastNameZI2018187,Male,24.03.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_188 LastNameZI2018188,Male,11.07.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_189 LastNameZI2018189,Female,02.03.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_190 LastNameZI2018190,Male,01.11.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_191 LastNameZI2018191,Male,05.07.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_192 LastNameZI2018192,Female,21.12.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_193 LastNameZI2018193,Female,23.07.84,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_194 LastNameZI2018194,Male,09.12.50,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_195 LastNameZI2018195,Male,30.05.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_196 LastNameZI2018196,Male,02.01.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_197 LastNameZI2018197,Female,08.05.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_198 LastNameZI2018198,Male,17.02.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_199 LastNameZI2018199,Female,30.03.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_200 LastNameZI2018200,Male,30.12.86,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_201 LastNameZI2018201,Female,25.04.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_202 LastNameZI2018202,Male,15.10.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_203 LastNameZI2018203,Male,09.05.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_204 LastNameZI2018204,Female,09.07.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_205 LastNameZI2018205,Female,23.12.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_206 LastNameZI2018206,Male,02.03.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_207 LastNameZI2018207,Male,11.03.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_208 LastNameZI2018208,Female,19.04.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_209 LastNameZI2018209,Female,20.07.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_210 LastNameZI2018210,Male,04.12.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_211 LastNameZI2018211,Male,22.08.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_212 LastNameZI2018212,Male,25.12.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_213 LastNameZI2018213,Male,10.01.55,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_214 LastNameZI2018214,Male,02.01.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_215 LastNameZI2018215,Male,24.09.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_216 LastNameZI2018216,Female,28.07.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_217 LastNameZI2018217,Male,07.11.56,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_218 LastNameZI2018218,Male,07.06.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_219 LastNameZI2018219,Male,02.01.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_220 LastNameZI2018220,Male,05.12.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_221 LastNameZI2018221,Female,12.10.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_222 LastNameZI2018222,Female,23.12.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_223 LastNameZI2018223,Male,02.07.83,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_224 LastNameZI2018224,Male,21.11.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_225 LastNameZI2018225,Female,06.01.63,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_226 LastNameZI2018226,Male,23.07.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_227 LastNameZI2018227,Female,28.05.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_228 LastNameZI2018228,Female,08.07.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_229 LastNameZI2018229,Male,07.03.83,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_230 LastNameZI2018230,Female,31.07.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_231 LastNameZI2018231,Female,03.12.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_232 LastNameZI2018232,Female,19.06.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_233 LastNameZI2018233,Male,01.02.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_234 LastNameZI2018234,Male,23.12.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_235 LastNameZI2018235,Male,11.10.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_236 LastNameZI2018236,Female,27.04.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_237 LastNameZI2018237,Female,07.03.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_238 LastNameZI2018238,Female,26.10.63,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_239 LastNameZI2018239,Female,22.06.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_240 LastNameZI2018240,Male,13.03.83,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_241 LastNameZI2018241,Female,08.12.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_242 LastNameZI2018242,Male,10.07.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_243 LastNameZI2018243,Male,31.03.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_244 LastNameZI2018244,Female,12.11.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_245 LastNameZI2018245,Male,02.10.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_246 LastNameZI2018246,Male,03.06.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_247 LastNameZI2018247,Male,29.01.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_248 LastNameZI2018248,Male,19.12.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_249 LastNameZI2018249,Male,01.03.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_250 LastNameZI2018250,Female,12.07.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_251 LastNameZI2018251,Male,05.09.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_252 LastNameZI2018252,Male,13.07.50,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_253 LastNameZI2018253,Female,16.11.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_254 LastNameZI2018254,Male,02.10.86,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_255 LastNameZI2018255,Female,04.01.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_256 LastNameZI2018256,Female,01.02.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_257 LastNameZI2018257,Female,29.07.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_258 LastNameZI2018258,Male,29.06.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_259 LastNameZI2018259,Male,09.08.88,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_260 LastNameZI2018260,Female,23.01.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_261 LastNameZI2018261,Female,01.10.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_262 LastNameZI2018262,Female,26.02.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_263 LastNameZI2018263,Female,24.05.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_264 LastNameZI2018264,Male,05.07.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_265 LastNameZI2018265,Male,18.10.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_266 LastNameZI2018266,Male,26.03.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_267 LastNameZI2018267,Female,27.10.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_268 LastNameZI2018268,Male,06.01.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_269 LastNameZI2018269,Male,18.06.54,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_270 LastNameZI2018270,Female,17.03.89,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2013_1 LastNameZI2013_1,Female,08.01.58,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_2 LastNameZI2013_2,Male,18.07.61,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_3 LastNameZI2013_3,Female,15.11.45,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_4 LastNameZI2013_4,Male,17.09.77,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_5 LastNameZI2013_5,Female,30.12.58,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_6 LastNameZI2013_6,Male,06.12.57,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_7 LastNameZI2013_7,Male,21.06.49,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_8 LastNameZI2013_8,Male,24.01.69,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_9 LastNameZI2013_9,Male,06.09.65,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_10 LastNameZI2013_10,Female,13.08.45,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_11 LastNameZI2013_11,Male,21.07.63,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_12 LastNameZI2013_12,Male,04.12.42,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_13 LastNameZI2013_13,Male,08.12.48,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_14 LastNameZI2013_14,Female,24.12.56,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_15 LastNameZI2013_15,Male,29.09.46,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_16 LastNameZI2013_16,Male,02.11.70,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_17 LastNameZI2013_17,Male,20.04.67,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_18 LastNameZI2013_18,Male,06.12.60,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_19 LastNameZI2013_19,Male,02.03.73,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_20 LastNameZI2013_20,Male,03.04.62,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_21 LastNameZI2013_21,Male,28.12.57,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_22 LastNameZI2013_22,Female,12.07.57,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_23 LastNameZI2013_23,Male,24.06.45,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_24 LastNameZI2013_24,Male,25.09.60,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_25 LastNameZI2013_25,Female,10.08.52,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_26 LastNameZI2013_26,Male,17.04.67,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_27 LastNameZI2013_27,Male,31.01.74,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_28 LastNameZI2013_28,Male,30.09.52,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_29 LastNameZI2013_29,Male,23.10.55,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_30 LastNameZI2013_30,Male,23.05.46,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_31 LastNameZI2013_31,Male,13.02.58,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_32 LastNameZI2013_32,Female,06.10.52,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_33 LastNameZI2013_33,Male,17.01.65,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_34 LastNameZI2013_34,Male,26.04.53,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_35 LastNameZI2013_35,Male,21.10.48,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_36 LastNameZI2013_36,Male,25.05.68,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_37 LastNameZI2013_37,Female,04.07.56,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_38 LastNameZI2013_38,Male,05.10.59,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_39 LastNameZI2013_39,Male,10.09.68,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_40 LastNameZI2013_40,Male,10.07.42,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_41 LastNameZI2013_41,Male,07.10.77,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
FirstNameZI2013_42 LastNameZI2013_42,Male,24.05.71,House of Assembly of Zimbabwe,31.07.13 00:00,29.07.18 00:00
